symbol,ltp,changepct,contribution
SBIN,880.65,2.11,14.67
HDFCBANK,980.9,0.39,13.12
AXISBANK,1180.4,1.1,8.57
ICICIBANK,1380.3,0.3,6.94
ITC,402.8,0.72,6.55
MARUTI,16265.0,1.72,6.35
CIPLA,1561.8,3.12,6.23
RELIANCE,1381.7,0.28,6.12
INFY,1514.9,0.37,4.59
NTPC,339.7,1.13,4.37
LT,3784.0,0.39,3.51
SUNPHARMA,1670.9,0.74,3.35
POWERGRID,289.15,1.04,3.34
BAJAJ-AUTO,8946.5,1.53,3.13
ETERNAL,348.3,0.8,2.97
ONGC,246.34,1.2,2.61
BEL,413.5,1.0,2.58
DRREDDY,1264.4,1.45,2.42
INDUSINDBK,763.35,1.86,2.35
HCLTECH,1495.5,0.6,2.29
ULTRACEMCO,12281.0,0.72,2.24
HINDUNILVR,2528.9,0.45,2.15
M&M,3454.9,0.35,2.09
ADANIPORTS,1409.4,0.98,2.03
KOTAKBANK,2150.1,0.26,1.94
NESTLEIND,1199.5,0.98,1.93
EICHERMOT,6965.0,0.98,1.73
TRENT,4691.1,0.64,1.68
WIPRO,248.7,0.92,1.44
TATACONSUM,1126.5,0.75,1.31
COALINDIA,384.5,0.3,0.61
JIOFIN,308.15,0.26,0.51
ADANIENT,2550.9,0.33,0.45
ASIANPAINT,2340.2,0.16,0.4
SBILIFE,1810.4,0.03,0.05
GRASIM,2811.0,0.01,0.02
HINDALCO,773.95,-0.02,-0.04
BAJFINANCE,1023.85,-0.02,-0.1
HEROMOTOCO,5500.0,-0.22,-0.25
APOLLOHOSP,7681.0,-0.18,-0.29
TATAMOTORS,678.95,-0.32,-0.99
SHRIRAMFIN,665.05,-0.6,-1.18
BAJAJFINSV,2004.3,-0.51,-1.24
BHARTIARTL,1939.9,-0.11,-1.26
JSWSTEEL,1167.8,-0.63,-1.42
TECHM,1457.2,-0.65,-1.43
TITAN,3531.9,-0.53,-1.7
HDFCLIFE,747.3,-0.94,-1.71
TATASTEEL,173.86,-1.47,-3.9
TCS,3028.3,-1.1,-8.9
