symbol,ltp,changepct,contribution
HDFCBANK,840.6,2.89,85.92
ICICIBANK,1272.9,1.44,28.08
M&M,3036.1,3.58,23.13
RELIANCE,1395.1,1.04,20.99
ITC,308.25,2.26,17.41
SBIN,1066.7,1.88,14.65
BAJFINANCE,878.15,2.7,14.22
ULTRACEMCO,11099.0,4.55,12.67
ETERNAL,222.04,2.95,12.08
AXISBANK,1214.7,1.45,10.05
LT,3469.4,0.88,8.16
GRASIM,2654.4,3.34,6.96
TRENT,3596.1,3.11,5.9
MARUTI,12757.0,1.32,5.38
TATASTEEL,186.94,1.87,5.38
JSWSTEEL,1145.6,2.35,5.12
KOTAKBANK,369.85,0.82,4.93
BAJAJFINSV,1773.9,2.07,4.8
BAJAJ-AUTO,9073.0,2.23,4.33
INDIGO,4222.1,1.54,3.93
HINDUNILVR,2175.7,0.73,3.08
HINDALCO,921.15,1.22,2.83
ASIANPAINT,2217.7,0.95,2.45
EICHERMOT,6827.5,1.28,2.37
ADANIPORTS,1373.9,0.78,1.7
NESTLEIND,1213.4,0.93,1.68
TITAN,4090.8,0.43,1.34
INFY,1249.8,0.12,1.31
TATACONSUM,1092.7,0.84,1.24
ADANIENT,1978.0,0.86,1.11
TECHM,1339.5,0.5,0.91
HCLTECH,1328.6,0.24,0.8
SBILIFE,1909.2,0.25,0.44
TMPV,314.4,0.1,0.16
HDFCLIFE,626.0,0.04,0.07
TCS,2409.2,-0.05,-0.31
JIOFIN,234.35,-0.38,-0.76
APOLLOHOSP,7490.0,-0.79,-1.17
NTPC,382.4,-0.53,-1.63
WIPRO,195.11,-1.25,-1.73
DRREDDY,1276.9,-1.19,-1.75
CIPLA,1300.0,-1.12,-1.89
COALINDIA,460.3,-1.43,-2.44
POWERGRID,297.75,-1.06,-2.56
SHRIRAMFIN,992.0,-1.16,-2.61
ONGC,260.45,-1.38,-2.65
MAXHEALTH,970.6,-1.96,-3.17
SUNPHARMA,1783.2,-1.02,-3.68
BEL,429.5,-2.25,-6.69
BHARTIARTL,1788.8,-0.81,-9.1
