symbol,ltp,changepct,contribution
RELIANCE,1322.0,1.48,30.49
HDFCBANK,712.1,0.77,23.37
TATASTEEL,188.79,2.43,7.14
SBILIFE,1775.0,3.38,6.06
BAJFINANCE,1060.5,1.08,5.81
KOTAKBANK,424.5,0.79,4.85
M&M,3170.0,0.63,4.16
HDFCLIFE,546.4,2.36,4.0
ULTRACEMCO,11408.0,1.17,3.33
AXISBANK,1273.0,0.47,3.32
ITC,264.1,0.42,3.3
JSWSTEEL,1325.0,1.28,2.84
TRENT,2853.0,1.31,2.54
HINDUNILVR,1973.4,0.58,2.49
JIOFIN,239.5,0.86,1.77
ADANIENT,2938.0,1.26,1.66
NTPC,332.5,0.48,1.5
GRASIM,3322.0,0.36,0.77
WIPRO,176.4,0.39,0.55
POWERGRID,266.0,0.15,0.37
HINDALCO,1011.0,0.1,0.24
ADANIPORTS,1707.3,0.05,0.11
