symbol,ltp,changepct,contribution
ITC,409.75,2.16,18.99
LT,3601.0,1.14,9.91
KOTAKBANK,1960.3,0.8,5.76
BHARTIARTL,1888.8,0.41,4.55
BEL,369.4,1.5,3.74
TRENT,5298.0,1.18,3.0
ASIANPAINT,2518.6,1.18,2.88
SHRIRAMFIN,580.25,1.48,2.82
ULTRACEMCO,12640.0,0.94,2.82
SUNPHARMA,1594.5,0.55,2.4
TATASTEEL,154.48,0.55,1.41
HCLTECH,1454.8,0.34,1.25
CIPLA,1589.4,0.57,1.1
JIOFIN,311.7,0.51,0.96
MARUTI,14791.0,0.26,0.93
HINDUNILVR,2659.8,0.2,0.92
POWERGRID,275.25,0.29,0.9
HINDALCO,703.95,0.36,0.72
BAJFINANCE,877.85,0.11,0.55
SBIN,802.5,0.07,0.47
TATACONSUM,1065.4,0.28,0.47
ONGC,233.71,0.14,0.29
COALINDIA,374.8,0.13,0.25
DRREDDY,1260.1,0.02,0.03
