symbol,ltp,changepct,contribution
RELIANCE,1414.4,2.14,42.64
INFY,1255.9,2.88,31.15
BHARTIARTL,1846.1,1.05,11.65
TATASTEEL,196.77,3.29,9.35
TCS,2390.6,1.47,9.07
JSWSTEEL,1169.6,3.42,7.35
SBIN,1058.0,0.87,6.7
SUNPHARMA,1777.1,1.87,6.66
ETERNAL,232.29,1.55,6.27
TECHM,1384.8,3.3,5.95
NTPC,380.95,1.84,5.57
HCLTECH,1333.7,1.67,5.52
TITAN,4106.6,1.7,5.23
COALINDIA,468.15,3.07,5.18
ITC,299.95,0.65,4.94
M&M,3066.1,0.68,4.34
TRENT,3559.6,2.23,4.18
BAJAJ-AUTO,9051.0,2.06,3.95
EICHERMOT,6909.0,1.71,3.12
ULTRACEMCO,10934.0,1.11,3.05
DRREDDY,1298.9,1.91,2.78
TMPV,314.1,1.55,2.51
CIPLA,1256.4,1.39,2.31
APOLLOHOSP,7364.5,1.55,2.26
MAXHEALTH,964.8,1.23,1.96
WIPRO,190.9,1.32,1.8
ADANIPORTS,1365.4,0.69,1.48
NESTLEIND,1193.6,0.62,1.1
ASIANPAINT,2195.4,0.43,1.09
HINDUNILVR,2082.7,0.26,1.08
TATACONSUM,1050.2,0.54,0.79
POWERGRID,297.6,0.3,0.71
GRASIM,2616.3,0.32,0.66
LT,3434.8,0.01,0.09
MARUTI,12601.0,0.02,0.08
JIOFIN,239.3,-0.06,-0.12
INDIGO,4149.1,-0.13,-0.33
SBILIFE,1896.9,-0.33,-0.57
BAJAJFINSV,1710.3,-0.27,-0.62
ADANIENT,1927.1,-0.5,-0.64
BAJFINANCE,830.55,-0.2,-1.04
AXISBANK,1203.9,-0.26,-1.78
KOTAKBANK,366.75,-0.38,-2.26
HDFCLIFE,623.65,-1.55,-2.54
ONGC,265.4,-1.37,-2.6
SHRIRAMFIN,938.6,-1.18,-2.62
BEL,426.1,-1.09,-3.2
HINDALCO,874.25,-2.54,-5.81
ICICIBANK,1245.4,-0.38,-7.32
HDFCBANK,780.45,-2.22,-65.17
