symbol,ltp,changepct,contribution
HINDALCO,884.45,2.05,4.53
COALINDIA,450.45,1.21,1.97
ONGC,284.65,0.96,1.76
POWERGRID,296.1,0.2,0.46
TECHM,1384.0,-0.55,-0.96
JSWSTEEL,1122.5,-0.69,-1.43
TATASTEEL,191.86,-0.7,-1.92
MAXHEALTH,962.3,-1.31,-2.02
TITAN,3951.4,-0.76,-2.26
CIPLA,1224.2,-1.46,-2.35
APOLLOHOSP,7419.0,-1.72,-2.42
BAJAJ-AUTO,8781.5,-1.34,-2.48
MARUTI,12306.0,-0.67,-2.6
NESTLEIND,1174.8,-1.54,-2.65
WIPRO,187.64,-2.07,-2.73
BEL,400.65,-1.01,-2.86
DRREDDY,1254.9,-2.09,-2.94
TMPV,296.2,-2.31,-3.61
HINDUNILVR,2055.2,-0.93,-3.74
NTPC,370.65,-1.33,-3.89
ADANIPORTS,1312.6,-1.88,-3.9
ADANIENT,1758.8,-3.52,-4.32
TATACONSUM,1014.8,-3.21,-4.52
ASIANPAINT,2165.2,-1.91,-4.69
HDFCLIFE,590.6,-3.21,-5.09
GRASIM,2557.7,-2.68,-5.33
HCLTECH,1341.6,-1.67,-5.33
SBILIFE,1777.3,-3.28,-5.49
TRENT,3295.8,-3.05,-5.52
EICHERMOT,6586.0,-3.31,-5.84
RELIANCE,1343.9,-0.31,-5.97
JIOFIN,224.1,-3.63,-6.97
SUNPHARMA,1757.2,-2.03,-6.98
ETERNAL,228.98,-1.8,-7.03
ULTRACEMCO,10745.0,-2.75,-7.31
SHRIRAMFIN,872.1,-3.51,-7.52
TCS,2358.9,-1.29,-7.69
BAJAJFINSV,1631.8,-3.71,-8.2
INDIGO,3943.5,-3.81,-9.27
LT,3504.1,-1.68,-14.86
INFY,1250.6,-1.5,-15.68
ITC,287.7,-2.38,-17.49
M&M,2954.7,-2.85,-17.57
KOTAKBANK,353.4,-3.48,-19.97
AXISBANK,1161.3,-3.64,-24.06
BAJFINANCE,801.55,-5.01,-25.17
SBIN,979.4,-3.93,-29.22
BHARTIARTL,1782.4,-3.34,-35.8
ICICIBANK,1205.9,-2.26,-42.04
HDFCBANK,731.55,-3.26,-92.46
