symbol,ltp,changepct,contribution
ITC,409.75,2.21,19.43
LT,3601.0,1.15,10.0
KOTAKBANK,1960.3,0.8,5.76
BHARTIARTL,1888.8,0.41,4.55
BEL,369.4,1.53,3.81
TRENT,5298.0,1.19,3.02
ASIANPAINT,2518.6,1.19,2.91
SHRIRAMFIN,580.25,1.5,2.86
ULTRACEMCO,12640.0,0.95,2.85
SUNPHARMA,1594.5,0.55,2.4
TATASTEEL,154.48,0.55,1.41
HCLTECH,1454.8,0.34,1.25
CIPLA,1589.4,0.58,1.12
JIOFIN,311.7,0.52,0.98
MARUTI,14791.0,0.26,0.93
HINDUNILVR,2659.8,0.2,0.92
POWERGRID,275.25,0.29,0.9
HINDALCO,703.95,0.36,0.72
BAJFINANCE,877.85,0.11,0.55
SBIN,802.5,0.07,0.47
TATACONSUM,1065.4,0.28,0.47
ONGC,233.71,0.14,0.29
COALINDIA,374.8,0.13,0.25
DRREDDY,1260.1,0.02,0.03
HEROMOTOCO,5087.7,-0.08,-0.09
ADANIPORTS,1312.8,-0.2,-0.4
BAJAJFINSV,1913.5,-0.21,-0.49
GRASIM,2775.6,-0.31,-0.72
TITAN,3628.8,-0.24,-0.74
WIPRO,249.41,-0.49,-0.74
HDFCLIFE,772.05,-0.43,-0.76
EICHERMOT,6103.0,-0.49,-0.84
NESTLEIND,1156.2,-0.53,-1.01
SBILIFE,1805.5,-0.62,-1.09
INDUSINDBK,739.5,-0.95,-1.16
BAJAJ-AUTO,8631.5,-0.67,-1.33
ETERNAL,313.95,-0.49,-1.76
ADANIENT,2244.7,-1.34,-1.77
JSWSTEEL,1026.6,-0.89,-1.93
ICICIBANK,1397.8,-0.09,-2.01
TECHM,1481.4,-0.95,-2.02
TCS,3084.7,-0.29,-2.27
APOLLOHOSP,7610.0,-1.53,-2.39
TATAMOTORS,669.0,-0.95,-2.83
NTPC,327.55,-0.98,-3.66
AXISBANK,1045.2,-0.64,-4.82
M&M,3199.5,-2.91,-16.78
HDFCBANK,951.6,-0.65,-21.12
INFY,1469.6,-2.03,-24.35
RELIANCE,1357.2,-2.07,-43.74
