symbol,ltp,changepct,contribution
TITAN,3992.0,2.07,7.17
HINDALCO,872.9,0.97,2.5
NESTLEIND,1272.6,1.01,2.03
NTPC,324.1,0.48,1.64
RELIANCE,1559.2,0.06,1.35
CIPLA,1506.0,0.64,1.2
AXISBANK,1228.2,0.15,1.16
ULTRACEMCO,11794.0,0.25,0.77
JSWSTEEL,1094.4,0.28,0.68
ONGC,234.53,0.32,0.68
HINDUNILVR,2285.4,0.14,0.66
ADANIENT,2229.9,0.32,0.46
DRREDDY,1269.3,0.28,0.46
EICHERMOT,7324.0,0.16,0.33
KOTAKBANK,2164.2,0.02,0.13
COALINDIA,402.15,-0.05,-0.1
TMPV,358.8,-0.11,-0.2
TRENT,4285.3,-0.1,-0.21
APOLLOHOSP,7156.0,-0.22,-0.36
INDIGO,5074.0,-0.15,-0.43
TATACONSUM,1175.7,-0.3,-0.49
SBILIFE,2019.1,-0.31,-0.61
GRASIM,2817.7,-0.33,-0.76
WIPRO,266.3,-0.66,-1.01
ADANIPORTS,1487.1,-0.48,-1.16
MAXHEALTH,1074.3,-0.66,-1.19
BEL,398.45,-0.39,-1.29
JIOFIN,296.95,-0.66,-1.48
LT,4047.3,-0.16,-1.65
HDFCLIFE,748.45,-0.92,-1.7
TATASTEEL,169.12,-0.56,-1.79
BAJAJFINSV,2017.6,-0.9,-2.32
SBIN,966.3,-0.27,-2.34
TECHM,1612.3,-1.19,-2.42
BAJAJ-AUTO,9064.5,-1.16,-2.51
POWERGRID,265.45,-0.98,-2.63
M&M,3623.1,-0.38,-2.73
MARUTI,16596.0,-0.64,-2.9
HCLTECH,1660.9,-0.83,-3.09
SHRIRAMFIN,960.25,-1.4,-3.5
ASIANPAINT,2746.5,-1.42,-4.07
SUNPHARMA,1719.5,-1.02,-4.09
ETERNAL,281.75,-1.1,-5.01
ITC,404.15,-0.61,-5.23
INFY,1656.1,-0.44,-5.36
BAJFINANCE,1000.0,-1.17,-6.86
TCS,3280.0,-1.19,-8.27
BHARTIARTL,2105.4,-0.87,-10.88
ICICIBANK,1350.4,-0.7,-15.19
HDFCBANK,992.1,-0.51,-16.87
