symbol,ltp,changepct,contribution
BHARTIARTL,1898.2,-1.73,-19.74
HDFCBANK,742.8,-0.6,-18.11
BAJFINANCE,1012.8,-2.67,-14.28
M&M,3161.4,-2.16,-14.17
ETERNAL,280.0,-2.54,-10.56
INFY,1040.9,-0.62,-6.9
SHRIRAMFIN,1005.1,-2.06,-4.7
HINDUNILVR,2145.0,-0.78,-3.34
HINDALCO,942.8,-1.36,-3.2
ASIANPAINT,2637.9,-1.17,-3.06
ONGC,248.76,-1.45,-2.83
BAJAJ-AUTO,11130.0,-1.38,-2.72
TATACONSUM,1088.0,-1.81,-2.71
TATASTEEL,182.67,-0.85,-2.48
SUNPHARMA,1941.1,-0.66,-2.42
ICICIBANK,1432.9,-0.12,-2.38
EICHERMOT,7628.0,-1.23,-2.31
INDIGO,4985.0,-0.77,-1.99
DRREDDY,1151.7,-1.27,-1.9
LT,3785.6,-0.18,-1.69
GRASIM,3089.4,-0.76,-1.61
BAJAJFINSV,1876.7,-0.68,-1.6
ULTRACEMCO,11846.0,-0.52,-1.47
POWERGRID,288.2,-0.56,-1.37
TITAN,4677.0,-0.43,-1.36
ADANIPORTS,1768.3,-0.58,-1.28
NTPC,347.2,-0.4,-1.25
JSWSTEEL,1240.8,-0.48,-1.06
APOLLOHOSP,8805.5,-0.64,-0.96
MAXHEALTH,1080.4,-0.35,-0.57
NESTLEIND,1443.5,-0.3,-0.55
BEL,405.0,-0.09,-0.27
TMPV,323.8,-0.15,-0.25
