symbol,ltp,changepct,contribution
HDFCBANK,857.05,-2.42,-75.15
ICICIBANK,1313.4,-3.37,-68.64
BHARTIARTL,1870.8,-1.94,-22.77
LT,3949.8,-2.25,-21.79
SBIN,1143.0,-2.32,-18.89
AXISBANK,1315.8,-2.53,-18.31
ETERNAL,232.57,-3.25,-13.91
KOTAKBANK,399.8,-1.88,-11.81
MARUTI,14159.0,-1.81,-7.7
SHRIRAMFIN,1007.5,-3.18,-7.46
ULTRACEMCO,11987.0,-2.51,-7.3
BAJFINANCE,950.2,-1.28,-7.04
INDIGO,4404.1,-2.47,-6.58
HINDUNILVR,2225.7,-1.32,-5.81
BAJAJFINSV,1868.9,-2.3,-5.57
TCS,2557.6,-0.83,-5.42
ITC,309.7,-0.58,-4.67
HDFCLIFE,668.55,-2.36,-4.1
TRENT,3722.8,-1.83,-3.62
COALINDIA,440.45,-2.03,-3.62
EICHERMOT,7620.5,-1.76,-3.4
ADANIPORTS,1477.5,-1.48,-3.37
JIOFIN,239.35,-1.57,-3.3
ADANIENT,2039.9,-2.42,-3.25
TATASTEEL,198.46,-1.06,-3.19
M&M,3332.5,-0.47,-3.17
JSWSTEEL,1233.7,-1.17,-2.66
MAXHEALTH,1042.0,-1.55,-2.61
TITAN,4244.6,-0.72,-2.34
TMPV,350.75,-1.25,-2.14
DRREDDY,1303.8,-0.74,-1.14
APOLLOHOSP,7724.5,-0.65,-1.0
ASIANPAINT,2279.5,-0.36,-0.97
CIPLA,1321.2,-0.39,-0.69
GRASIM,2718.4,-0.21,-0.46
SBILIFE,1941.6,-0.18,-0.33
TATACONSUM,1116.7,-0.21,-0.32
POWERGRID,299.15,-0.1,-0.25
TECHM,1331.7,-0.12,-0.23
WIPRO,195.4,-0.14,-0.2
