symbol,ltp,changepct,contribution
RELIANCE,1394.0,-1.39,-30.23
BAJFINANCE,933.2,-3.74,-21.23
M&M,3557.5,-2.73,-19.01
ETERNAL,269.6,-4.18,-18.46
ITC,326.3,-2.07,-17.18
INFY,1658.9,-1.33,-15.71
LT,3810.5,-1.53,-15.29
SUNPHARMA,1613.8,-3.68,-14.3
TCS,3102.3,-1.94,-13.07
BHARTIARTL,1996.0,-0.7,-8.48
INDIGO,4790.0,-3.07,-8.44
MARUTI,15879.0,-1.84,-8.08
JIOFIN,265.5,-3.68,-7.99
AXISBANK,1293.5,-1.07,-7.99
ASIANPAINT,2675.6,-2.85,-7.91
TATASTEEL,183.56,-2.5,-7.76
ICICIBANK,1375.8,-0.35,-7.36
BAJAJFINSV,1958.7,-2.93,-7.32
HINDUNILVR,2379.1,-1.44,-6.54
COALINDIA,415.3,-3.45,-6.35
HCLTECH,1687.3,-1.72,-6.21
ADANIPORTS,1367.6,-2.52,-5.91
ULTRACEMCO,12059.0,-1.94,-5.83
TRENT,3836.1,-2.78,-5.68
TITAN,4075.5,-1.66,-5.57
BAJAJ-AUTO,9180.0,-2.65,-5.55
SHRIRAMFIN,987.5,-2.26,-5.47
GRASIM,2713.6,-2.39,-5.37
ADANIENT,2055.1,-3.72,-5.16
APOLLOHOSP,6912.5,-3.09,-4.91
JSWSTEEL,1160.0,-2.04,-4.79
KOTAKBANK,423.8,-0.73,-4.73
TECHM,1678.5,-2.32,-4.57
NTPC,338.75,-1.34,-4.43
EICHERMOT,7173.5,-2.05,-4.09
WIPRO,239.9,-2.46,-3.66
POWERGRID,254.05,-1.4,-3.64
MAXHEALTH,992.9,-2.04,-3.55
TMPV,337.85,-1.79,-3.16
HINDALCO,928.1,-1.26,-3.15
NESTLEIND,1295.7,-1.51,-2.93
BEL,409.35,-0.84,-2.69
ONGC,240.39,-1.12,-2.32
SBILIFE,2049.1,-1.19,-2.25
CIPLA,1378.4,-1.0,-1.82
SBIN,1036.4,-0.19,-1.6
HDFCLIFE,732.1,-0.64,-1.15
DRREDDY,1166.7,-0.04,-0.06
