symbol,ltp,changepct,contribution
ITC,301.7,-2.06,-16.08
MAXHEALTH,1023.25,-6.22,-10.18
SUNPHARMA,1844.6,-2.47,-9.02
BHARTIARTL,1871.4,-0.74,-8.43
INFY,1174.5,-0.57,-6.33
POWERGRID,294.3,-1.75,-4.28
ONGC,290.0,-1.98,-3.85
M&M,3081.3,-0.57,-3.73
BEL,416.55,-0.92,-2.77
TCS,2317.3,-0.43,-2.72
BAJAJ-AUTO,10549.5,-1.1,-2.17
SBIN,949.2,-0.18,-1.42
COALINDIA,456.55,-0.79,-1.37
DRREDDY,1307.2,-0.86,-1.29
HCLTECH,1164.0,-0.36,-1.22
ADANIPORTS,1786.9,-0.36,-0.79
MARUTI,12987.0,-0.18,-0.74
LT,3926.6,-0.05,-0.47
TATACONSUM,1191.8,-0.26,-0.39
CIPLA,1399.2,-0.19,-0.32
TITAN,4079.8,-0.08,-0.25
ETERNAL,241.95,-0.04,-0.17
NTPC,388.65,-0.04,-0.12
