symbol,ltp,changepct,contribution
SBIN,975.85,1.53,13.15
INFY,1602.0,0.57,6.89
SHRIRAMFIN,864.2,1.86,4.61
BHARTIARTL,2108.0,0.29,3.59
HINDALCO,848.8,1.39,3.55
AXISBANK,1224.7,0.42,3.21
RELIANCE,1544.4,0.14,3.12
TCS,3217.8,0.4,2.76
SUNPHARMA,1792.9,0.65,2.58
EICHERMOT,7134.5,1.03,2.1
COALINDIA,384.75,0.83,1.56
TATACONSUM,1179.8,0.85,1.38
MARUTI,16398.0,0.27,1.21
WIPRO,261.14,0.74,1.13
TATASTEEL,170.34,0.3,0.95
POWERGRID,261.1,0.29,0.77
HCLTECH,1655.0,0.2,0.74
BAJFINANCE,999.6,0.12,0.7
ONGC,232.91,0.3,0.64
GRASIM,2806.6,0.27,0.62
TMPV,346.35,0.26,0.47
INDIGO,4980.5,0.13,0.37
ULTRACEMCO,11540.0,0.1,0.31
NTPC,321.25,0.08,0.27
TECHM,1579.4,0.08,0.16
ETERNAL,284.45,0.0,0.0
LT,4062.4,-0.03,-0.31
CIPLA,1496.9,-0.18,-0.33
ASIANPAINT,2785.7,-0.19,-0.54
DRREDDY,1272.0,-0.38,-0.62
JSWSTEEL,1079.3,-0.3,-0.72
NESTLEIND,1234.6,-0.48,-0.95
ADANIENT,2232.5,-0.69,-0.98
HINDUNILVR,2275.6,-0.24,-1.12
JIOFIN,293.15,-0.71,-1.58
M&M,3612.8,-0.23,-1.64
BAJAJFINSV,2021.2,-0.69,-1.76
TITAN,3907.9,-0.55,-1.89
BEL,385.6,-0.62,-2.03
ADANIPORTS,1486.3,-0.85,-2.04
SBILIFE,2010.2,-1.27,-2.46
HDFCLIFE,753.5,-1.42,-2.6
BAJAJ-AUTO,8895.0,-1.25,-2.68
KOTAKBANK,2173.2,-0.42,-2.79
APOLLOHOSP,6921.5,-1.84,-2.99
TRENT,4045.2,-1.55,-3.24
ITC,399.8,-0.47,-3.99
MAXHEALTH,1031.1,-3.9,-6.95
ICICIBANK,1352.4,-1.0,-21.51
HDFCBANK,984.0,-1.04,-34.1
