symbol,ltp,changepct,contribution
ICICIBANK,1417.7,1.14,26.2
RELIANCE,1395.0,0.84,18.25
BAJFINANCE,1003.25,3.29,16.94
INFY,1525.6,1.04,12.82
AXISBANK,1105.3,1.62,12.53
LT,3579.8,1.12,10.01
BEL,399.3,3.54,9.07
MARUTI,15325.0,1.5,5.5
BAJAJFINSV,2081.5,2.1,5.06
HINDALCO,758.05,2.03,4.18
TATAMOTORS,715.25,1.31,4.01
SHRIRAMFIN,632.85,2.02,3.96
EICHERMOT,6875.0,1.7,2.99
TCS,3133.4,0.29,2.33
SUNPHARMA,1616.6,0.43,1.93
CIPLA,1574.6,0.88,1.75
DRREDDY,1316.7,1.03,1.71
SBILIFE,1830.2,0.87,1.57
HDFCLIFE,779.65,0.69,1.25
POWERGRID,287.65,0.3,0.96
NTPC,331.7,0.2,0.77
TECHM,1525.5,0.28,0.61
TATASTEEL,169.78,0.22,0.58
COALINDIA,394.35,0.25,0.5
JIOFIN,311.2,0.16,0.31
GRASIM,2802.0,0.11,0.26
ADANIPORTS,1393.1,0.0,0.0
JSWSTEEL,1099.0,0.0,0.0
KOTAKBANK,1972.3,0.0,0.0
