symbol,ltp,changepct,contribution
ICICIBANK,1436.6,1.36,31.99
RELIANCE,1416.8,1.32,29.36
HDFCBANK,1002.55,0.82,28.04
BHARTIARTL,2012.0,2.27,26.5
ITC,412.15,1.73,16.01
M&M,3647.2,2.43,14.74
ASIANPAINT,2507.8,4.07,10.46
HINDUNILVR,2603.7,1.65,8.02
SUNPHARMA,1679.1,1.21,5.57
TITAN,3674.8,0.95,3.1
AXISBANK,1200.2,0.33,2.61
TATACONSUM,1166.0,1.45,2.57
MARUTI,16401.0,0.63,2.36
BAJFINANCE,1070.1,0.41,2.16
DRREDDY,1255.9,1.27,2.15
NESTLEIND,1289.5,1.01,2.03
INDUSINDBK,751.0,1.56,2.01
SBIN,889.15,0.25,1.77
APOLLOHOSP,7901.5,0.87,1.43
EICHERMOT,7042.5,0.78,1.4
TRENT,4814.4,0.44,1.18
CIPLA,1577.6,0.52,1.06
SHRIRAMFIN,675.5,0.45,0.9
SBILIFE,1844.1,0.46,0.85
HDFCLIFE,745.95,0.42,0.78
COALINDIA,388.8,0.31,0.64
BEL,412.8,0.24,0.63
ULTRACEMCO,12370.0,0.1,0.32
HEROMOTOCO,5592.5,0.23,0.27
KOTAKBANK,2205.8,0.02,0.15
ADANIPORTS,1479.4,-0.01,-0.02
BAJAJ-AUTO,9150.5,-0.01,-0.02
TATAMOTORS,396.6,-0.05,-0.16
ADANIENT,2549.4,-0.32,-0.44
NTPC,341.0,-0.15,-0.59
ONGC,247.69,-0.27,-0.6
BAJAJFINSV,2083.7,-0.31,-0.77
JSWSTEEL,1163.3,-0.75,-1.72
JIOFIN,309.3,-0.9,-1.78
HINDALCO,772.8,-0.94,-1.98
GRASIM,2836.2,-0.83,-2.03
POWERGRID,289.75,-0.72,-2.35
TCS,2962.2,-0.29,-2.39
TECHM,1447.6,-1.11,-2.48
TATASTEEL,172.22,-1.02,-2.75
LT,3839.4,-0.58,-5.31
ETERNAL,342.65,-1.49,-5.63
HCLTECH,1486.2,-1.9,-7.38
WIPRO,240.9,-5.09,-8.11
INFY,1441.1,-2.07,-26.13
