symbol,ltp,changepct,contribution
INFY,1532.1,3.0,36.78
TCS,3140.6,2.84,22.69
HCLTECH,1504.2,2.58,9.73
RELIANCE,1412.6,0.24,5.18
SUNPHARMA,1656.7,0.91,4.07
BAJFINANCE,900.8,0.7,3.58
HINDALCO,715.85,1.65,3.38
WIPRO,253.84,2.09,3.24
TECHM,1527.1,1.47,3.19
COALINDIA,380.0,1.48,2.96
TATAMOTORS,686.8,0.96,2.92
TITAN,3651.4,0.84,2.66
MARUTI,14452.0,0.72,2.62
ITC,399.35,0.26,2.34
EICHERMOT,5990.5,1.11,1.94
LT,3603.1,0.2,1.78
TATASTEEL,159.63,0.68,1.78
INDUSINDBK,770.85,1.41,1.76
BAJAJ-AUTO,8750.5,0.82,1.66
SHRIRAMFIN,620.85,0.81,1.58
HEROMOTOCO,5063.8,1.32,1.48
CIPLA,1601.2,0.53,1.05
NTPC,337.85,0.25,0.96
POWERGRID,284.15,0.28,0.89
DRREDDY,1283.9,0.49,0.81
JSWSTEEL,1057.8,0.3,0.67
ONGC,236.76,0.2,0.43
ULTRACEMCO,12606.0,0.14,0.43
HINDUNILVR,2631.6,0.06,0.28
TRENT,5423.0,0.09,0.23
ETERNAL,319.25,0.05,0.18
SBIN,816.45,0.02,0.14
ADANIPORTS,1340.4,-0.06,-0.12
GRASIM,2811.4,-0.09,-0.21
BAJAJFINSV,1963.8,-0.11,-0.26
HDFCLIFE,787.0,-0.22,-0.4
TATACONSUM,1081.6,-0.23,-0.4
JIOFIN,319.7,-0.28,-0.54
AXISBANK,1070.0,-0.08,-0.62
M&M,3398.9,-0.12,-0.71
HDFCBANK,1964.1,-0.03,-1.0
ASIANPAINT,2492.9,-0.46,-1.15
SBILIFE,1846.8,-0.66,-1.19
KOTAKBANK,1983.3,-0.17,-1.25
ADANIENT,2302.9,-0.95,-1.28
APOLLOHOSP,7851.0,-0.9,-1.44
BHARTIARTL,1930.7,-0.13,-1.47
NESTLEIND,1153.0,-0.85,-1.66
BEL,372.05,-0.75,-1.91
ICICIBANK,1433.2,-0.22,-5.03
