symbol,ltp,changepct,contribution
HDFCBANK,992.65,0.54,18.5
SHRIRAMFIN,796.45,6.35,12.76
BHARTIARTL,2074.0,0.95,11.11
M&M,3548.9,1.77,10.76
SBIN,949.7,1.36,9.64
ETERNAL,322.6,1.53,5.79
TMPV,417.0,1.71,5.37
TATACONSUM,1197.5,2.79,4.96
SUNPHARMA,1706.4,0.93,4.29
KOTAKBANK,2113.5,0.54,4.1
APOLLOHOSP,7824.5,1.87,3.08
INFY,1485.5,0.22,2.78
ICICIBANK,1346.4,0.08,1.89
ONGC,257.55,0.85,1.88
CIPLA,1511.5,0.68,1.38
SBILIFE,1969.6,0.71,1.32
TRENT,4713.4,0.41,1.1
HDFCLIFE,736.0,0.57,1.06
BAJAJ-AUTO,8922.5,0.34,0.71
GRASIM,2899.9,0.28,0.69
AXISBANK,1233.7,0.07,0.56
HCLTECH,1543.5,0.13,0.51
EICHERMOT,7023.5,0.24,0.43
INDUSINDBK,796.9,0.26,0.33
BAJFINANCE,1043.1,0.03,0.16
ASIANPAINT,2512.2,0.06,0.15
ULTRACEMCO,11950.0,0.03,0.1
JIOFIN,306.8,0.0,0.0
COALINDIA,388.55,-0.03,-0.06
HEROMOTOCO,5539.0,-0.09,-0.1
WIPRO,240.5,-0.07,-0.11
POWERGRID,288.0,-0.05,-0.16
HINDALCO,847.2,-0.08,-0.17
DRREDDY,1196.0,-0.13,-0.22
TATASTEEL,182.67,-0.09,-0.24
TECHM,1419.8,-0.32,-0.72
ADANIENT,2467.0,-0.56,-0.78
NESTLEIND,1266.7,-0.39,-0.78
BAJAJFINSV,2081.6,-0.32,-0.79
ADANIPORTS,1444.7,-0.47,-0.99
HINDUNILVR,2460.0,-0.22,-1.07
TITAN,3724.5,-0.59,-1.93
NTPC,335.2,-0.52,-2.05
JSWSTEEL,1195.0,-0.91,-2.09
BEL,422.3,-0.89,-2.34
RELIANCE,1484.7,-0.11,-2.45
TCS,3016.8,-1.35,-11.13
LT,3980.5,-1.25,-11.46
MARUTI,15651.0,-3.31,-12.45
ITC,413.95,-1.52,-14.1
